Date;Price;Open;High;Low;Vol;Change
11/23/2020;23757;24305;24575;23575;26.23K;-3.00%
11/20/2020;24491;24200;24715;24075;19.85K;1.35%
11/19/2020;24164;24530;24530;23790;18.97K;-1.60%
11/18/2020;24558;24685;24885;24355;14.18K;-0.84%
11/17/2020;24766;24970;25015;24560;9.76K;-0.61%
11/16/2020;24917;24900;25285;24405;11.96K;0.04%
11/13/2020;24907;24485;25025;24360;9.54K;1.89%
11/12/2020;24446;24535;24610;24250;14.73K;0.16%
11/11/2020;24406;24425;24640;23955;15.22K;-0.80%
11/10/2020;24602;24320;24710;24100;16.97K;3.20%
11/09/2020;23839;26100;26270;23745;23.89K;-7.64%
11/06/2020;25811;25590;26105;25160;16.40K;1.89%
11/05/2020;25331;24150;25680;24105;9.75K;5.40%
11/04/2020;24034;24680;24750;23445;6.54K;-1.85%
11/03/2020;24488;24335;24620;24140;5.86K;1.25%
11/02/2020;24186;23785;24355;23630;4.37K;1.63%
10/30/2020;23799;23535;24055;23390;4.72K;1.22%
10/29/2020;23511;23585;23800;22805;3.45K;0.44%
10/28/2020;23408;23995;23995;23180;0.05K;-4.91%
10/27/2020;24616;24700;24770;24415;0.01K;0.60%
10/26/2020;24470;24660;24660;24260;0.03K;-1.02%
10/23/2020;24723;24840;24860;24735;0.01K;-0.13%
10/22/2020;24754;25070;25135;24700;0.03K;-2.08%
10/21/2020;25281;25240;25455;25125;0.04K;1.04%
10/20/2020;25022;24620;24790;24535;0.02K;1.14%
10/19/2020;24741;24795;25080;24635;0.03K;1.14%
10/16/2020;24461;24350;24700;24350;0.02K;0.75%
10/15/2020;24280;24180;24470;23820;0.03K;-0.70%
10/14/2020;24451;24220;24575;24220;0.01K;1.13%
10/13/2020;24178;25345;25345;24295;0.04K;-4.51%
10/12/2020;25320;25445;25575;25075;0.04K;0.69%
10/09/2020;25147;24510;25305;24350;0.04K;5.15%
10/08/2020;23915;23985;24335;23985;0.01K;-0.09%
10/07/2020;23937;23685;24000;23685;0.02K;-0.10%
10/06/2020;23962;24550;24565;23875;0.02K;-2.59%
10/05/2020;24600;23905;24620;23905;0.02K;2.21%
10/02/2020;24069;23670;24240;23670;0.03K;-0.93%
10/01/2020;24294;23665;24300;23665;0.01K;3.23%
09/30/2020;23534;24470;24470;23400;0.03K;-3.88%
09/29/2020;24485;23900;24540;23650;0.02K;3.73%
09/28/2020;23604;22995;23860;22610;78.58K;2.21%
09/25/2020;23093;23240;23415;22520;92.92K;-0.44%
09/24/2020;23196;22875;23440;21810;159.01K;0.39%
09/23/2020;23105;24525;24620;22725;151.99K;-5.78%
09/22/2020;24523;24785;25300;23910;109.44K;0.56%
09/21/2020;24387;27005;27130;23780;180.81K;-10.11%
09/18/2020;27129;27285;27580;26870;52.42K;0.11%
09/17/2020;27100;27345;27400;26405;95.31K;-1.37%
09/16/2020;27476;27350;27705;27055;63.70K;0.04%
09/15/2020;27464;27380;27865;27195;60.45K;0.40%
09/14/2020;27355;26910;27545;26850;53.42K;1.85%
09/11/2020;26857;27035;27240;26725;60.57K;-1.59%
09/10/2020;27291;27185;27755;26865;86.96K;0.77%
09/09/2020;27083;26905;27325;26565;60.07K;0.34%
09/08/2020;26991;27040;27385;25985;139.90K;0.00%
09/07/2020;26991;27040;27385;25985;139.90K;1.04%
09/04/2020;26712;26765;27245;26455;114.60K;-0.61%
09/03/2020;26875;27635;27890;26630;125.57K;-1.90%
09/02/2020;27395;28385;28540;27275;126.39K;-4.36%
09/01/2020;28645;28430;29235;27835;115.76K;0.18%
08/31/2020;28594;27830;28650;27790;91.97K;2.89%
08/28/2020;27790;27265;27990;27050;103.77K;2.18%
08/27/2020;27198;27775;28195;26705;110.13K;-1.47%
08/26/2020;27604;26760;27795;26310;63.98K;4.46%
08/25/2020;26426;26810;27015;26290;36.05K;-1.28%
08/24/2020;26768;27040;27495;26480;36.47K;-0.41%
08/21/2020;26877;27500;27775;26250;37.42K;-1.55%
08/20/2020;27301;26920;27770;26810;26.26K;-0.67%
08/19/2020;27486;27980;28270;26685;33.83K;-2.68%
08/18/2020;28243;27805;28775;27360;33.32K;1.47%
08/17/2020;27834;26755;27880;26100;28.82K;6.00%
08/14/2020;26258;27825;28030;25960;28.23K;-5.98%
08/13/2020;27929;25835;28060;25550;37.70K;6.68%
08/12/2020;26179;25090;26540;23800;37.33K;-0.27%
08/11/2020;26250;29440;29645;24680;39.04K;-10.97%
08/10/2020;29483;28800;29740;28250;39.53K;6.07%
08/07/2020;27797;29310;30190;27690;41.80K;-3.08%
08/06/2020;28679;27340;29480;27200;23.23K;5.67%
08/05/2020;27141;26510;27495;25880;16.56K;3.32%
08/04/2020;26268;24760;26490;24480;15.67K;6.56%
08/03/2020;24652;24925;25510;24405;11.55K;0.75%
07/31/2020;24469;23900;24905;23670;14.80K;3.57%
07/30/2020;23626;24735;24805;23280;15.30K;-3.22%
07/29/2020;24411;24225;24990;23475;0.30K;-0.57%
07/28/2020;24551;24960;26515;22705;15.34K;-0.79%
07/27/2020;24747;23195;25050;23185;12.82K;7.22%
07/24/2020;23080;23060;23400;22800;5.75K;-0.55%
07/23/2020;23208;23610;23875;22695;9.18K;-0.67%
07/22/2020;23364;21900;23630;21880;12.55K;7.39%
07/21/2020;21756;20525;21915;20515;9.33K;6.71%
07/20/2020;20388;19915;20535;19850;3.95K;2.14%
07/17/2020;19961;19705;19990;19525;3.78K;1.08%
07/16/2020;19747;20025;20045;19650;2.29K;-0.93%
07/15/2020;19933;19845;20005;19700;2.01K;1.18%
07/14/2020;19701;19635;19845;19415;3.33K;-1.31%
07/13/2020;19963;19290;19980;19290;3.98K;3.81%
07/10/2020;19231;19190;19365;19095;2.61K;0.42%
07/09/2020;19150;19335;19625;19025;3.95K;-1.02%
07/08/2020;19347;18820;19395;18785;4.43K;2.38%
07/07/2020;18898;18810;18905;18435;2.68K;0.66%
07/06/2020;18774;18445;18965;18445;2.68K;1.03%
07/03/2020;18582;18270;18780;18230;63.13K;0.38%
07/02/2020;18511;18490;18595;18225;2.68K;0.57%
07/01/2020;18406;18735;19005;18265;2.94K;-2.11%
06/30/2020;18803;18265;18815;18190;2.42K;3.11%
06/29/2020;18235;18325;18440;18110;1.64K;0.37%
06/26/2020;18168;18075;18255;17680;37.22K;0.65%
06/25/2020;18051;17720;18085;17650;24.67K;1.35%
06/24/2020;17811;18275;18425;17595;26.08K;-2.35%
06/23/2020;18239;17935;18310;17905;36.82K;0.91%
06/22/2020;18074;18080;18360;17950;23.01K;0.29%
06/19/2020;18022;17660;18205;17640;14.62K;1.99%
06/18/2020;17670;17860;18070;17565;10.99K;-1.47%
06/17/2020;17934;17755;17975;17670;12.42K;0.76%
06/16/2020;17798;17680;17930;17610;9.97K;1.40%
06/15/2020;17552;17700;17775;17175;11.48K;-0.51%
06/12/2020;17642;17925;18030;17625;8.62K;-2.32%
06/11/2020;18061;18515;18565;17770;18.02K;0.49%
06/10/2020;17973;17950;18585;17865;19.50K;-0.07%
06/09/2020;17986;18160;18180;17895;15.58K;-0.62%
06/08/2020;18098;17695;18170;17685;17.90K;2.43%
06/05/2020;17668;18150;18185;17550;15.34K;-2.96%
06/04/2020;18206;18095;18270;17920;6.73K;0.64%
06/03/2020;18090;18505;18510;17810;6.00K;-1.62%
06/02/2020;18388;18980;19035;18245;9.43K;-2.97%
06/01/2020;18951;18715;19020;18585;7.09K;1.97%
05/29/2020;18584;18050;18630;17910;5.58K;2.96%
05/28/2020;18050;17855;18180;17775;3.71K;1.19%
05/27/2020;17838;17645;17935;17310;3.86K;0.93%
05/26/2020;17674;17700;18100;17450;5.92K;0.45%
05/25/2020;17595;17690;18040;17370;77.62K;-0.95%
05/22/2020;17763;17510;17805;17260;3.09K;1.95%
05/21/2020;17424;18100;18100;17315;4.02K;-3.64%
05/20/2020;18082;17915;18200;17815;4.10K;0.70%
05/19/2020;17956;17430;18055;17420;3.23K;2.43%
05/18/2020;17530;17275;18010;17200;3.56K;2.39%
05/15/2020;17121;16250;17195;16210;3.68K;5.63%
05/14/2020;16209;15820;16275;15715;1.21K;3.05%
05/13/2020;15729;15690;15970;15600;3.29K;-0.30%
05/12/2020;15777;15765;15955;15610;2.94K;0.15%
05/11/2020;15754;15845;15960;15585;2.64K;-0.51%
05/08/2020;15835;15645;16045;15590;3.40K;1.09%
05/07/2020;15664;15150;15735;15110;3.08K;3.71%
05/06/2020;15103;15205;15480;14935;1.39K;-0.64%
05/05/2020;15201;14915;15255;14850;1.73K;2.13%
05/04/2020;14884;15285;15290;14870;1.70K;-1.00%
05/01/2020;15035;15180;15240;14930;3.14K;-0.29%
04/30/2020;15079;15550;16000;14965;4.35K;-1.99%
04/29/2020;15385;15330;15660;15330;1.54K;0.37%
04/28/2020;15328;15435;15505;15085;31.34K;-0.08%
04/27/2020;15341;15490;15635;15300;19.48K;-0.67%
04/24/2020;15445;15535;15730;15275;18.75K;-0.52%
04/23/2020;15526;15450;15885;15355;17.54K;0.15%
04/22/2020;15503;15075;15535;14895;15.04K;3.42%
04/21/2020;14991;15675;15710;14715;18.39K;-4.82%
04/20/2020;15750;15425;15805;15325;10.76K;1.97%
04/17/2020;15445;15890;15945;15335;9.21K;-2.04%
04/16/2020;15766;15790;16045;15585;9.44K;0.72%
04/15/2020;15654;16250;16255;15625;10.53K;-4.20%
04/14/2020;16341;15835;16505;15835;19.45K;3.84%
04/13/2020;15737;16025;16100;15540;13.58K;-3.11%
04/09/2020;16242;15255;16300;15245;20.02K;6.38%
04/08/2020;15268;15340;15480;15180;12.74K;-1.70%
04/07/2020;15532;15325;15950;15275;18.28K;2.13%
04/06/2020;15208;14590;15430;14400;8.27K;4.72%
04/03/2020;14523;14655;14765;14465;4.38K;-1.11%
04/02/2020;14686;14140;14745;14030;5.22K;4.72%
04/01/2020;14024;14165;14290;13935;5.53K;-1.18%
03/31/2020;14191;14255;14500;14090;7.65K;0.08%
03/30/2020;14179;14730;14745;13995;6.31K;-2.77%
03/27/2020;14583;14630;14800;14365;6.94K;-0.69%
03/26/2020;14685;14765;14975;14395;4.26K;-1.14%
03/25/2020;14855;14450;14905;14235;7.29K;4.15%
03/24/2020;14263;13350;14415;13315;10.46K;7.14%
03/23/2020;13312;12665;13365;12345;6.22K;7.14%
03/20/2020;12425;12110;13140;12090;7.17K;2.06%
03/19/2020;12174;12025;12355;11830;4.23K;3.13%
03/18/2020;11805;12735;12895;11680;8.80K;-5.76%
03/17/2020;12527;12910;13250;12150;12.41K;-2.48%
03/16/2020;12845;15110;15150;11800;12.13K;-11.62%
03/13/2020;14534;15830;15890;14460;7.26K;-9.39%
03/12/2020;16041;16780;16925;15535;6.01K;-4.62%
03/11/2020;16818;16945;17145;16710;3.50K;-1.06%
03/10/2020;16998;17015;17245;16840;4.98K;-0.56%
03/09/2020;17094;17505;17625;16595;10.09K;-1.28%
03/06/2020;17315;17545;17610;17070;5.58K;-0.76%
03/05/2020;17447;17265;17515;17200;3.00K;0.82%
03/04/2020;17305;17295;17385;17140;4.81K;0.32%
03/03/2020;17250;16870;17535;16815;5.60K;2.65%
03/02/2020;16804;16555;17105;16545;3.50K;1.69%
02/28/2020;16525;17840;17960;16470;11.37K;-7.22%
02/27/2020;17811;18015;18230;17725;4.56K;-0.57%
02/26/2020;17914;18040;18245;17825;128.15K;-1.94%
02/25/2020;18268;18715;18720;17900;111.91K;-3.65%
02/24/2020;18960;18710;19005;18595;67.17K;1.86%
02/21/2020;18613;18460;18705;18415;48.63K;1.14%
02/20/2020;18404;18495;18515;18285;32.12K;0.05%
02/19/2020;18395;18235;18530;18215;24.76K;0.89%
02/18/2020;18233;17785;18295;17760;29.48K;0.46%
02/17/2020;18150;17725;18215;17670;129.96K;1.88%
02/14/2020;17815;17710;17875;17685;14.27K;0.64%
02/13/2020;17701;17545;17795;17535;15.14K;0.70%
02/12/2020;17578;17690;17720;17515;14.92K;-0.56%
02/11/2020;17677;17835;17880;17630;16.20K;-1.07%
02/10/2020;17868;17755;17910;17755;16.23K;0.53%
02/07/2020;17773;17870;17935;17695;13.70K;-0.70%
02/06/2020;17899;17680;17950;17675;3.58K;1.22%
02/05/2020;17683;17670;17785;17545;4.68K;0.24%
02/04/2020;17641;17760;17835;17590;6.73K;-0.61%
02/03/2020;17750;18165;18200;17665;4.76K;-1.88%
01/31/2020;18091;17930;18165;17850;5.15K;0.11%
01/30/2020;18072;17620;18110;17620;4.91K;2.87%
01/29/2020;17568;17515;17655;17370;2.42K;0.17%
01/28/2020;17539;18150;18195;17505;4.06K;-3.30%
01/27/2020;18138;18320;18430;18130;2.79K;-0.31%
01/24/2020;18194;17900;18220;17830;3.38K;1.58%
01/23/2020;17911;17980;17985;17680;2.46K;0.00%
01/22/2020;17911;17870;18005;17765;2.51K;0.11%
01/21/2020;17892;18145;18235;17710;3.59K;0.47%
01/20/2020;17808;18040;18155;17620;135.96K;-1.93%
01/17/2020;18158;18045;18250;18005;1.03K;0.74%
01/16/2020;18024;18100;18125;17960;1.59K;-0.27%
01/15/2020;18072;17885;18135;17835;1.38K;1.37%
01/14/2020;17827;18040;18040;17785;4.56K;-1.42%
01/13/2020;18084;18175;18200;18025;1.79K;-0.60%
01/10/2020;18193;17995;18255;17960;5.26K;0.93%
01/09/2020;18025;18240;18305;17910;2.66K;-1.27%
01/08/2020;18256;18505;18965;18175;3.17K;-1.21%
01/07/2020;18480;18265;18540;18065;1.89K;1.17%
01/06/2020;18267;18245;18640;18140;3.76K;0.15%
01/03/2020;18240;18155;18395;18135;2.60K;0.58%
01/02/2020;18134;18010;18230;17920;3.84K;0.69%
12/31/2019;18009;18070;18275;17970;3.24K;-0.44%
12/30/2019;18089;17945;18100;17925;0.87K;0.81%
12/27/2019;17943;17995;18050;17815;70.18K;-0.26%
12/26/2019;17990;17830;18135;17810;89.08K;0.77%
12/24/2019;17853;17515;17865;17425;64.68K;2.02%
12/23/2019;17499;17230;17520;17230;65.08K;1.60%
12/20/2019;17224;17115;17315;17080;65.65K;0.41%
12/19/2019;17154;17065;17180;16950;47.39K;0.62%
12/18/2019;17049;17060;17125;16935;47.19K;-0.13%
12/17/2019;17072;17105;17170;17015;45.74K;-0.24%
12/16/2019;17113;17005;17140;16955;48.65K;0.59%
12/13/2019;17012;16970;17095;16895;77.90K;0.37%
12/12/2019;16949;16930;17185;16820;113.42K;0.59%
12/11/2019;16849;16710;17025;16650;62.67K;0.88%
12/10/2019;16702;16655;16770;16625;50.20K;0.36%
12/09/2019;16642;16600;16730;16565;53.51K;0.28%
12/06/2019;16596;17020;17125;16575;110.18K;-2.71%
12/05/2019;17059;16920;17075;16870;69.27K;0.85%
12/04/2019;16916;17250;17415;16865;112.99K;-1.92%
12/03/2019;17248;16980;17285;16945;90.11K;1.66%
12/02/2019;16966;17070;17100;16895;71.95K;-0.82%
11/29/2019;17106;17060;17125;16935;69.20K;0.00%
11/28/2019;17106;17060;17125;16935;69.20K;0.30%
11/27/2019;17055;17190;17200;17025;61.62K;-0.77%
11/26/2019;17188;16820;17225;16820;56.28K;0.93%
11/25/2019;17030;17100;17115;16965;33.56K;-0.68%
11/22/2019;17147;17220;17355;17100;25.74K;-0.37%
11/21/2019;17211;17280;17310;17155;30.87K;-0.29%
11/20/2019;17261;17275;17325;17150;23.13K;-0.02%
11/19/2019;17265;17145;17300;17080;21.16K;0.71%
11/18/2019;17143;17095;17170;16850;17.15K;0.30%
11/15/2019;17092;17135;17150;16920;8.56K;-0.47%
11/14/2019;17172;17080;17225;16995;11.07K;0.67%
11/13/2019;17057;16910;17140;16910;19.63K;1.32%
11/12/2019;16835;16960;17000;16760;16.71K;-0.67%
11/11/2019;16948;16925;17050;16780;15.25K;-0.12%
11/08/2019;16969;17225;17235;16805;15.47K;-1.10%
11/07/2019;17157;17760;17790;17055;20.21K;-3.34%
11/06/2019;17749;17715;17780;17520;6.85K;0.17%
11/05/2019;17718;18205;18235;17670;7.72K;-2.76%
11/04/2019;18220;18250;18380;18115;3.10K;0.08%
11/01/2019;18206;18230;18295;18095;8.12K;-0.08%
10/31/2019;18220;18005;18335;17960;2.91K;1.11%
10/30/2019;18020;17970;18115;17740;2.20K;0.75%
10/29/2019;17886;17900;17900;17680;0.10K;-0.25%
10/28/2019;17930;18080;18120;17890;0.11K;-0.26%
10/25/2019;17977;17875;18365;17860;0.27K;0.68%
10/24/2019;17855;17610;17900;17575;0.09K;1.27%
10/23/2019;17631;17625;17630;17595;0.01K;0.46%
10/22/2019;17550;17710;17710;17515;0.07K;-0.58%
10/21/2019;17652;17640;17820;17625;0.05K;0.14%
10/18/2019;17628;17500;17665;17485;0.17K;-0.20%
10/17/2019;17663;17445;17675;17395;0.07K;1.06%
10/16/2019;17478;17450;17480;17260;0.05K;0.25%
10/15/2019;17434;17715;17715;17465;0.01K;-1.84%
10/14/2019;17760;17600;17730;17600;0.01K;0.94%
10/11/2019;17594;17580;17810;17465;0.01K;-0.33%
10/10/2019;17652;17950;17950;17545;0.03K;-1.16%
10/09/2019;17860;17855;18000;17810;0.05K;0.63%
10/08/2019;17748;17555;17870;17505;0.10K;0.91%
10/07/2019;17588;17580;17655;17535;0.04K;-0.48%
10/04/2019;17673;17685;17685;17400;0.03K;-0.29%
10/03/2019;17725;17685;17800;17670;0.04K;-0.03%
10/02/2019;17731;17365;17765;17365;0.11K;2.21%
10/01/2019;17348;17020;17395;17020;0.09K;1.77%
09/30/2019;17046;17675;17675;17070;0.17K;-3.71%
09/27/2019;17703;17800;17800;17410;0.05K;-1.17%
09/26/2019;17912;17990;18110;17785;110.04K;-0.89%
09/25/2019;18073;18680;18750;17875;132.58K;-2.98%
09/24/2019;18628;18655;18810;18315;132.63K;-0.44%
09/23/2019;18711;18030;18780;17990;129.34K;4.83%
09/20/2019;17849;17870;18060;17810;59.13K;-0.20%
09/19/2019;17884;17845;18015;17655;65.97K;-0.20%
09/18/2019;17919;18095;18120;17580;100.53K;-1.22%
09/17/2019;18140;17925;18170;17820;88.43K;0.63%
09/16/2019;18026;17755;18075;17690;108.43K;2.60%
09/13/2019;17569;18155;18265;17470;106.47K;-3.34%
09/12/2019;18177;18200;18555;18085;99.70K;0.04%
09/11/2019;18170;18095;18335;17970;84.66K;-0.09%
09/10/2019;18186;18090;18265;17855;116.63K;0.10%
09/09/2019;18167;18215;18400;18015;135.35K;0.26%
09/06/2019;18119;18715;18890;18045;221.80K;-3.66%
09/05/2019;18807;19645;19675;18570;194.13K;-3.79%
09/04/2019;19547;19350;19750;19280;156.69K;1.61%
09/03/2019;19237;18520;19395;18365;199.68K;0.00%
09/02/2019;19237;18520;19395;18365;199.68K;4.88%
08/30/2019;18342;18365;18575;18165;115.42K;0.10%
08/29/2019;18323;18450;18760;18150;161.56K;-0.72%
08/28/2019;18456;18295;18620;18170;103.11K;0.86%
08/27/2019;18298;17780;18330;17755;71.09K;2.88%
08/26/2019;17785;17650;17900;17640;58.66K;1.32%
08/23/2019;17554;17180;17605;17105;53.31K;2.19%
08/22/2019;17178;17250;17265;17055;30.15K;-0.65%
08/21/2019;17290;17265;17315;17115;27.09K;0.02%
08/20/2019;17286;16985;17310;16970;24.46K;1.23%
08/19/2019;17076;17260;17260;16960;24.25K;-1.08%
08/16/2019;17263;17385;17455;17165;9.98K;-0.52%
08/15/2019;17353;17310;17510;17215;13.26K;-0.40%
08/14/2019;17422;17100;17450;17000;13.44K;1.73%
08/13/2019;17125;17200;17625;16650;31.54K;-0.48%
08/12/2019;17208;17090;17290;16940;18.50K;0.81%
08/09/2019;17069;17150;17270;17000;16.58K;-0.01%
08/08/2019;17071;17245;17355;16940;18.35K;-1.49%
08/07/2019;17330;16580;17390;16580;23.28K;4.56%
08/06/2019;16575;16585;16660;16495;8.19K;0.31%
08/05/2019;16523;16390;16705;16260;6.18K;0.75%
08/02/2019;16400;16475;16495;16165;7.42K;0.56%
08/01/2019;16309;16415;16530;16065;8.38K;-1.35%
07/31/2019;16533;16725;16725;16350;6.93K;-0.93%
07/30/2019;16688;16615;16765;16560;2.58K;0.72%
07/29/2019;16569;16575;16625;16500;4.01K;0.27%
07/26/2019;16525;16580;16660;16490;4.97K;-0.07%
07/25/2019;16536;16760;16805;16475;5.61K;-1.28%
07/24/2019;16750;16550;16800;16475;4.47K;0.92%
07/23/2019;16597;16485;16690;16320;4.92K;0.40%
07/22/2019;16531;16385;16570;16320;2.55K;1.32%
07/19/2019;16315;16495;16735;16205;7.84K;0.00%
07/18/2019;16315;16130;16500;16080;5.43K;1.42%
07/17/2019;16086;15705;16145;15675;4.31K;1.84%
07/16/2019;15795;15565;15850;15460;4.21K;2.02%
07/15/2019;15482;15360;15545;15305;2.20K;0.83%
07/12/2019;15354;15260;15390;15195;2.49K;0.59%
07/11/2019;15264;15395;15455;15235;2.88K;-0.52%
07/10/2019;15344;15250;15430;15190;4.45K;0.52%
07/09/2019;15264;15170;15270;15090;3.02K;0.64%
07/08/2019;15167;15150;15265;15110;3.38K;0.32%
07/05/2019;15118;15440;15485;15035;4.14K;0.78%
07/04/2019;15001;15365;15370;14915;109.25K;-2.91%
07/03/2019;15450;15470;15620;15350;2.85K;0.64%
07/02/2019;15351;15270;15475;15185;3.81K;0.33%
07/01/2019;15301;15400;15445;15265;1.87K;-0.95%
06/28/2019;15447;15415;15490;15360;1.45K;0.31%
06/27/2019;15400;15435;15435;15315;1.13K;0.16%
06/26/2019;15375;15430;15435;15240;76.04K;-0.05%
06/25/2019;15383;15540;15590;15340;82.57K;-0.50%
06/24/2019;15461;15445;15540;15370;51.72K;0.59%
06/21/2019;15370;15525;15625;15235;43.99K;-1.27%
06/20/2019;15568;15240;15590;15190;56.56K;3.57%
06/19/2019;15032;15070;15245;14980;20.48K;-0.23%
06/18/2019;15067;14895;15155;14875;21.58K;1.11%
06/17/2019;14902;14910;14960;14830;9.80K;0.16%
06/14/2019;14878;14965;15190;14850;14.13K;-0.57%
06/13/2019;14964;14825;14995;14790;16.08K;0.92%
06/12/2019;14827;14795;14930;14790;10.10K;0.08%
06/11/2019;14815;14765;14850;14705;15.42K;0.69%
06/10/2019;14713;15050;15075;14700;13.26K;-2.61%
06/07/2019;15107;14965;15225;14920;14.38K;0.86%
06/06/2019;14978;14860;15065;14800;7.31K;0.78%
06/05/2019;14862;14905;15115;14825;8.64K;0.11%
06/04/2019;14845;14855;14915;14725;7.77K;0.18%
06/03/2019;14819;14660;14905;14640;9.13K;1.18%
05/31/2019;14646;14575;14750;14540;6.47K;0.53%
05/30/2019;14569;14475;14630;14420;3.70K;0.56%
05/29/2019;14488;14415;14525;14410;5.41K;0.60%
05/28/2019;14401;14630;14690;14350;3.30K;0.57%
05/27/2019;14320;14545;14610;14265;105.61K;-2.16%
05/24/2019;14636;14655;14665;14600;1.71K;-0.38%
05/23/2019;14692;14505;14710;14480;2.62K;1.14%
05/22/2019;14527;14500;14555;14455;1.78K;0.28%
05/21/2019;14487;14515;14525;14430;1.33K;-0.25%
05/20/2019;14523;14465;14535;14445;0.82K;0.39%
05/17/2019;14466;14595;14615;14465;1.81K;-1.02%
05/16/2019;14615;14860;14895;14595;1.87K;-1.84%
05/15/2019;14889;14885;14930;14850;1.12K;-0.02%
05/14/2019;14892;14870;14935;14825;2.22K;0.24%
05/13/2019;14857;14860;14890;14700;2.02K;-0.09%
05/10/2019;14870;14835;14930;14820;1.87K;0.11%
05/09/2019;14853;14940;14940;14790;3.52K;-0.61%
05/08/2019;14944;15010;15060;14925;2.75K;-0.43%
05/07/2019;15009;15000;15020;14895;2.68K;-0.01%
05/06/2019;15010;15045;15070;14860;1.17K;-0.35%
05/03/2019;15062;14720;15070;14690;1.65K;2.47%
05/02/2019;14699;14775;14790;14660;2.20K;-0.78%
05/01/2019;14815;15065;15065;14710;0.92K;-1.69%
04/30/2019;15069;15020;15110;14920;1.31K;0.33%
04/29/2019;15019;15195;15195;14995;0.58K;-0.46%
04/26/2019;15088;14955;15120;14925;52.26K;0.86%
04/25/2019;14960;14995;15060;14895;34.20K;-0.24%
04/24/2019;14996;14865;15035;14820;32.45K;0.88%
04/23/2019;14865;15060;15080;14775;36.52K;-1.28%
04/22/2019;15058;15060;15120;15035;22.96K;0.13%
04/18/2019;15038;15020;15070;14975;19.18K;0.13%
04/17/2019;15018;15035;15135;14960;22.22K;0.13%
04/16/2019;14998;15020;15060;14915;11.87K;-0.42%
04/15/2019;15062;15035;15075;14880;13.38K;0.06%
04/12/2019;15053;15005;15155;14990;8.92K;0.64%
04/11/2019;14957;15290;15300;14930;22.00K;-2.47%
04/10/2019;15336;15290;15355;15210;14.14K;0.21%
04/09/2019;15304;15315;15400;15270;14.24K;-0.03%
04/08/2019;15308;15170;15365;15170;10.24K;0.86%
04/05/2019;15177;15215;15270;15125;10.79K;0.01%
04/04/2019;15175;15190;15235;14955;9.37K;-0.13%
04/03/2019;15194;15175;15250;15095;4.43K;0.27%
04/02/2019;15153;15170;15180;15000;11.96K;-0.27%
04/01/2019;15194;15190;15270;15125;7.40K;-0.07%
03/29/2019;15204;15075;15270;15050;5.98K;0.92%
03/28/2019;15065;15370;15410;15045;5.07K;-2.12%
03/27/2019;15392;15520;15570;15350;1.96K;-0.84%
03/26/2019;15522;15625;15635;15490;3.44K;-0.88%
03/25/2019;15660;15525;15675;15485;3.07K;1.03%
03/22/2019;15500;15565;15640;15460;1.42K;-0.19%
03/21/2019;15530;15585;15730;15475;3.14K;0.77%
03/20/2019;15411;15460;15650;15365;2.31K;-0.36%
03/19/2019;15466;15445;15540;15420;1.95K;0.32%
03/18/2019;15416;15390;15515;15315;0.64K;-0.01%
03/15/2019;15418;15275;15485;15270;1.42K;1.02%
03/14/2019;15263;15545;15545;15235;2.21K;-1.85%
03/13/2019;15550;15545;15635;15535;2.31K;0.28%
03/12/2019;15506;15415;15580;15415;2.73K;0.90%
03/11/2019;15367;15405;15450;15320;2.10K;-0.49%
03/08/2019;15442;15130;15480;15120;2.13K;2.04%
03/07/2019;15133;15180;15220;15080;4.02K;-0.30%
03/06/2019;15179;15235;15260;15155;2.82K;-0.14%
03/05/2019;15200;15200;15255;15155;1.71K;0.01%
03/04/2019;15199;15320;15380;15175;2.93K;-0.98%
03/01/2019;15350;15750;15755;15255;2.91K;-2.42%
02/28/2019;15730;15865;15960;15700;1.41K;-0.84%
02/27/2019;15863;16090;16090;15840;2.55K;-0.40%
02/26/2019;15926;15940;15990;15835;38.50K;-0.01%
02/25/2019;15928;15980;16060;15905;34.57K;-0.52%
02/22/2019;16012;15860;16035;15855;31.84K;0.67%
02/21/2019;15906;16160;16175;15850;42.16K;-2.30%
02/20/2019;16281;16070;16295;16035;41.69K;1.33%
02/19/2019;16067;15860;16075;15820;35.71K;0.63%
02/18/2019;15967;15785;15980;15715;115.09K;0.80%
02/15/2019;15840;15680;15870;15625;19.62K;1.40%
02/14/2019;15622;15670;15740;15545;10.47K;-0.80%
02/13/2019;15748;15795;15890;15620;15.26K;-0.25%
02/12/2019;15788;15790;15920;15745;15.88K;0.00%
02/11/2019;15788;15920;15925;15755;12.55K;-0.75%
02/08/2019;15907;15825;15955;15755;10.23K;0.61%
02/07/2019;15811;15775;15845;15740;12.71K;0.07%
02/06/2019;15800;15950;15950;15740;9.38K;-0.85%
02/05/2019;15935;15975;16020;15915;5.35K;-0.31%
02/04/2019;15984;16000;16015;15785;9.81K;-0.26%
02/01/2019;16026;16170;16170;15995;7.50K;-0.87%
01/31/2019;16166;16160;16290;16100;4.85K;0.91%
01/30/2019;16021;15940;16210;15925;5.42K;0.55%
01/29/2019;15933;15855;16015;15820;3.34K;0.47%
01/28/2019;15858;15855;15910;15705;3.00K;0.42%
01/25/2019;15791;15415;15860;15415;4.01K;2.59%
01/24/2019;15392;15485;15485;15345;1.65K;-0.51%
